Years,State,CO2_Emissions_commercial,CO2_Emissions_electricity,CO2_Emissions_industrial,CO2_Emissions_residential,CO2_Emissions_transportation,Year_x,Real GDP,Unit,State_Code_x,Year_y,Personal Income (millions),Population,Per capita income (dollars),State_Code_y,State_Code,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,ROPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WYTCB
2014,Utah,2.5,34.4,7.8,3.6,16.8,2014,136081.5,Millions of chained 2012 dollars,UT,2014,113140.9,2937399.0,38517.0,UT,UT,410997.0,22.916999999999998,17934.0,5.8,0.0,0.0,5769.0,6018.0,501322.0,1.103,454545.0,0.0,237208.0,40898.0,21559.0,21559.0,433.0,1171087.0,800066.0,0.0,1533.0,1533.0,1530.0,6276.0
2015,Utah,2.4,32.9,7.6,3.4,17.3,2015,141703.3,Millions of chained 2012 dollars,UT,2015,121884.9,2982497.0,40867.0,UT,UT,325216.0,22.555,14419.0,5.7170000000000005,0.0,0.0,4811.0,7164.0,461219.0,1.1059999999999999,417020.0,0.0,212324.0,37139.0,23983.0,23983.0,980.0,1022742.0,803439.0,0.0,3765.0,3765.0,1430.0,5833.0
2016,Utah,2.6,27.5,7.4,3.7,17.7,2016,147414.0,Millions of chained 2012 dollars,UT,2016,128929.4,3042613.0,42375.0,UT,UT,310453.0,22.223000000000003,13970.0,5.722,0.0,0.0,5287.0,7012.0,401909.0,1.1,365269.0,0.0,174687.0,30529.0,36584.0,36584.0,11167.0,923634.0,812029.0,0.0,4004.0,4004.0,1523.0,7591.0
2000,Vermont,0.8,0.1,0.6,1.6,3.7,2000,23022.5,Millions of chained 2012 dollars,VT,2000,17745.6,609618.0,29109.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12456.0,0.0,0.0,0.0,47432.0,0.0,0.0,21389.0,21389.0,29.0,68821.0,147384.0,0.0,8695.0,8695.0,79.0,125.0
2001,Vermont,0.8,0.0,0.5,1.6,3.7,2001,23713.5,Millions of chained 2012 dollars,VT,2001,18821.9,612223.0,30744.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9137.0,0.0,0.0,0.0,43559.0,0.0,0.0,17341.0,17341.0,30.0,60900.0,147682.0,0.0,7986.0,7986.0,58.0,125.0
2002,Vermont,0.7,0.0,0.5,1.5,3.6,2002,24455.4,Millions of chained 2012 dollars,VT,2002,19226.8,615442.0,31241.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11342.0,0.0,0.0,0.0,41378.0,0.0,0.0,22714.0,22714.0,32.0,64091.0,148315.0,0.0,11164.0,11164.0,64.0,106.0
2003,Vermont,0.8,0.0,0.5,1.6,3.7,2003,25301.3,Millions of chained 2012 dollars,VT,2003,19983.7,617858.0,32344.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11685.0,0.0,0.0,0.0,46317.0,0.0,0.0,24054.0,24054.0,35.0,70371.0,150996.0,0.0,12155.0,12155.0,62.0,110.0
2004,Vermont,0.8,0.0,0.6,1.8,3.8,2004,26564.3,Millions of chained 2012 dollars,VT,2004,21147.3,619920.0,34113.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11892.0,0.0,0.0,0.0,40231.0,0.0,0.0,22040.0,22040.0,38.0,62271.0,161071.0,0.0,9926.0,9926.0,61.0,114.0
2005,Vermont,0.7,0.0,0.6,1.6,3.8,2005,26909.4,Millions of chained 2012 dollars,VT,2005,21726.8,621215.0,34975.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12107.0,0.0,0.0,0.0,42491.0,0.0,0.0,24325.0,24325.0,43.0,66815.0,159602.0,0.0,11985.0,11985.0,65.0,115.0
2006,Vermont,0.7,0.0,0.6,1.5,3.9,2006,27132.4,Millions of chained 2012 dollars,VT,2006,23108.8,622892.0,37099.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15064.0,0.0,0.0,0.0,53287.0,0.0,0.0,27595.0,27595.0,51.0,80881.0,156465.0,0.0,12056.0,12056.0,307.0,106.0
2007,Vermont,0.7,0.0,0.5,1.5,3.8,2007,26801.5,Millions of chained 2012 dollars,VT,2007,24319.7,623481.0,39006.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6391.0,0.0,0.0,0.0,49337.0,0.0,0.0,18652.0,18652.0,60.0,67990.0,154782.0,0.0,11735.0,11735.0,349.0,104.0
2008,Vermont,0.6,0.0,0.5,1.3,3.5,2008,27437.2,Millions of chained 2012 dollars,VT,2008,25530.4,624151.0,40904.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14711.0,0.0,0.0,0.0,51163.0,0.0,0.0,27030.0,27030.0,84.0,78193.0,146366.0,0.0,11770.0,11770.0,344.0,101.0
2009,Vermont,0.7,0.0,0.5,1.5,3.5,2009,26996.6,Millions of chained 2012 dollars,VT,2009,25164.3,624817.0,40275.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14502.0,0.0,0.0,0.0,56067.0,0.0,0.0,31572.0,31572.0,97.0,87639.0,156678.0,0.0,16126.0,16126.0,711.0,113.0
2010,Vermont,0.6,0.0,0.5,1.3,3.5,2010,28111.0,Millions of chained 2012 dollars,VT,2010,25939.1,625880.0,41444.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,28.0,13140.0,0.0,0.0,0.0,49986.0,0.0,0.0,32420.0,32420.0,107.0,82406.0,156049.0,0.0,18333.0,18333.0,677.0,136.0
2011,Vermont,0.6,0.0,0.6,1.3,3.4,2011,28733.3,Millions of chained 2012 dollars,VT,2011,27455.2,626979.0,43790.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13843.0,0.0,0.0,0.0,51351.0,0.0,0.0,30555.0,30555.0,173.0,81906.0,151927.0,0.0,15816.0,15816.0,374.0,322.0
2012,Vermont,0.6,0.0,0.5,1.1,3.3,2012,28887.4,Millions of chained 2012 dollars,VT,2012,28395.7,626063.0,45356.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,29.0,10956.0,0.0,0.0,0.0,52283.0,0.0,0.0,26308.0,26308.0,280.0,78592.0,130720.0,0.0,13650.0,13650.0,376.0,1017.0
2013,Vermont,0.8,0.0,0.4,1.3,3.3,2013,28498.6,Millions of chained 2012 dollars,VT,2013,28768.7,626212.0,45941.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12269.0,0.0,0.0,0.0,50639.0,0.0,0.0,33314.0,33314.0,461.0,83953.0,137226.0,0.0,17924.0,17924.0,380.0,2252.0
2014,Vermont,0.8,0.0,0.4,1.4,3.3,2014,28521.8,Millions of chained 2012 dollars,VT,2014,29886.7,625218.0,47802.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11177.0,0.0,0.0,0.0,52929.0,0.0,0.0,32831.0,32831.0,627.0,85760.0,140498.0,0.0,17696.0,17696.0,342.0,2961.0
2015,Vermont,1.0,0.0,0.4,1.4,3.3,2015,28906.5,Millions of chained 2012 dollars,VT,2015,30998.7,625197.0,49582.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,29.0,10619.0,0.0,0.0,0.0,0.0,0.0,0.0,38784.0,38784.0,1044.0,38784.0,140934.0,0.0,23753.0,23753.0,307.0,3032.0
2016,Vermont,0.9,0.0,0.4,1.3,3.4,2016,29362.9,Millions of chained 2012 dollars,VT,2016,31678.5,623644.0,50796.0,VT,VT,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9948.0,0.0,0.0,0.0,0.0,0.0,0.0,35725.0,35725.0,1335.0,35725.0,135834.0,0.0,21506.0,21506.0,220.0,2688.0
2000,Virginia,5.9,43.1,17.3,8.2,48.4,2000,346160.5,Millions of chained 2012 dollars,VA,2000,232313.7,7105817.0,32693.0,VA,VA,870044.0,26.498,32834.0,5.8,186.0,31.0,384.0,7263.0,74049.0,1.035,71545.0,295361.0,52.0,9.0,114065.0,113879.0,136.0,1353571.0,2385532.0,0.0,94910.0,94910.0,11186.0,0.0
2001,Virginia,5.4,42.6,16.7,7.4,48.4,2001,358518.5,Millions of chained 2012 dollars,VA,2001,244410.7,7198362.0,33954.0,VA,VA,863870.0,26.13,33060.0,5.8,150.0,25.0,442.0,10480.0,74190.0,1.037,71543.0,269003.0,64.0,11.0,92832.0,92682.0,146.0,1299958.0,2321711.0,0.0,68867.0,68867.0,12747.0,0.0
2002,Virginia,5.0,41.7,16.6,7.2,48.6,2002,362261.5,Millions of chained 2012 dollars,VA,2002,251068.3,7286873.0,34455.0,VA,VA,793381.0,26.335,30126.0,5.8,134.0,22.0,481.0,8832.0,79530.0,1.034,76915.0,285549.0,145.0,25.0,77071.0,76937.0,178.0,1235676.0,2352852.0,0.0,53695.0,53695.0,13751.0,0.0
2003,Virginia,5.8,41.3,17.6,8.2,50.4,2003,376113.7,Millions of chained 2012 dollars,VA,2003,266236.5,7366977.0,36139.0,VA,VA,827937.0,26.06,31771.0,5.8,77.0,13.0,643.0,18038.0,148815.0,1.036,143644.0,258633.0,104.0,18.0,104204.0,104127.0,191.0,1339693.0,2425498.0,0.0,70081.0,70081.0,15174.0,0.0
2004,Virginia,5.6,41.0,17.8,8.3,54.3,2004,393446.1,Millions of chained 2012 dollars,VA,2004,285300.6,7475575.0,38164.0,VA,VA,817769.0,25.84,31647.0,5.8,0.0,0.0,715.0,15856.0,88073.0,1.03,85508.0,295272.0,110.0,19.0,110813.0,110813.0,209.0,1312038.0,2549900.0,0.0,77725.0,77725.0,16308.0,0.0
2005,Virginia,5.6,41.8,17.9,8.4,55.2,2005,415086.9,Millions of chained 2012 dollars,VA,2005,305046.9,7577105.0,40259.0,VA,VA,716557.0,25.624000000000002,27964.0,5.8,0.0,0.0,830.0,14842.0,92154.0,1.04,88610.0,291357.0,151.0,26.0,126819.0,126819.0,268.0,1227039.0,2622808.0,0.0,94236.0,94236.0,16643.0,0.0
2006,Virginia,5.0,37.2,16.9,6.9,56.4,2006,423737.5,Millions of chained 2012 dollars,VA,2006,326087.1,7673725.0,42494.0,VA,VA,768443.0,25.725,29872.0,5.8,0.0,0.0,917.0,13402.0,106530.0,1.034,103027.0,287938.0,99.0,17.0,118780.0,118780.0,330.0,1281790.0,2566729.0,0.0,86725.0,86725.0,17407.0,0.0
2007,Virginia,5.1,41.8,17.1,7.3,56.4,2007,427001.0,Millions of chained 2012 dollars,VA,2007,343153.1,7751000.0,44272.0,VA,VA,656314.0,25.776,25462.0,5.8,0.0,0.0,1031.0,12338.0,115979.0,1.035,112057.0,286019.0,110.0,19.0,116779.0,116779.0,397.0,1175202.0,2642956.0,0.0,85278.0,85278.0,17736.0,0.0
2008,Virginia,4.9,36.5,16.5,6.9,51.7,2008,425803.5,Millions of chained 2012 dollars,VA,2008,355931.4,7833496.0,45437.0,VA,VA,623303.0,25.186,24748.0,5.8,0.0,0.0,1163.0,9962.0,133335.0,1.038,128454.0,291932.0,93.0,16.0,117389.0,117389.0,454.0,1166053.0,2544421.0,0.0,89092.0,89092.0,16717.0,0.0
2009,Virginia,4.9,31.3,12.7,6.9,49.7,2009,425583.3,Millions of chained 2012 dollars,VA,2009,349712.1,7925937.0,44122.0,VA,VA,535643.0,25.296,21175.0,5.8,0.0,0.0,1392.0,14431.0,145805.0,1.036,140738.0,295072.0,70.0,12.0,114854.0,114854.0,467.0,1091443.0,2429308.0,0.0,82044.0,82044.0,16519.0,0.0
2010,Virginia,5.0,34.3,13.0,7.1,49.2,2010,437267.8,Millions of chained 2012 dollars,VA,2010,365041.4,8023680.0,45496.0,VA,VA,564326.0,25.21,22385.0,5.8,0.0,0.0,1569.0,14636.0,151378.0,1.028,147255.0,277729.0,70.0,12.0,110535.0,110535.0,507.0,1104038.0,2491754.0,0.0,76062.0,76062.0,17761.0,0.0
2011,Virginia,4.6,28.5,12.9,6.3,47.5,2011,441608.8,Millions of chained 2012 dollars,VA,2011,387003.9,8100469.0,47775.0,VA,VA,562805.0,24.988000000000003,22523.0,5.8,0.0,0.0,1764.0,11760.0,155174.0,1.0270000000000001,151094.0,267334.0,64.0,11.0,104678.0,104678.0,545.0,1090054.0,2387547.0,0.0,73765.0,73765.0,16843.0,0.0
2012,Virginia,4.5,25.2,13.0,5.4,49.7,2012,444950.0,Millions of chained 2012 dollars,VA,2012,405863.9,8185229.0,49585.0,VA,VA,493398.0,26.002,18976.0,5.8,0.0,0.0,1701.0,9933.0,151383.0,1.034,146405.0,300992.0,52.0,9.0,102113.0,102113.0,627.0,1047939.0,2348180.0,0.0,70601.0,70601.0,19251.0,0.0
2013,Virginia,4.9,30.9,13.0,6.5,49.8,2013,446559.7,Millions of chained 2012 dollars,VA,2013,403199.1,8253053.0,48855.0,VA,VA,456766.0,26.791999999999998,17049.0,5.8,0.0,0.0,1701.0,11961.0,144400.0,1.036,139382.0,306430.0,58.0,10.0,117964.0,117964.0,656.0,1025618.0,2417016.0,0.0,84363.0,84363.0,19282.0,0.0
2014,Virginia,5.4,30.3,12.7,7.0,48.8,2014,445869.2,Millions of chained 2012 dollars,VA,2014,421874.5,8312076.0,50754.0,VA,VA,393225.0,25.358,15507.0,5.8,5974.0,1051.0,1701.0,9084.0,139809.0,1.046,133661.0,316081.0,81.0,14.0,136422.0,130448.0,728.0,985619.0,2435984.0,0.0,98209.0,98209.0,20725.0,0.0
2015,Virginia,5.9,31.8,11.8,6.5,47.2,2015,454952.9,Millions of chained 2012 dollars,VA,2015,442331.4,8362907.0,52892.0,VA,VA,365832.0,25.546,14321.0,5.7170000000000005,6723.0,1186.0,1701.0,10795.0,134220.0,1.052,127586.0,293455.0,63.0,11.0,138276.0,131553.0,802.0,931847.0,2374498.0,0.0,97882.0,97882.0,20371.0,0.0
2016,Virginia,5.8,33.6,11.7,5.7,47.5,2016,456676.4,Millions of chained 2012 dollars,VA,2016,450870.2,8410946.0,53605.0,VA,VA,335590.0,25.12,13359.0,5.722,3433.0,608.0,1701.0,13585.0,126663.0,1.053,120288.0,310966.0,40.0,7.0,139697.0,136264.0,1103.0,912956.0,2332178.0,7829.0,100555.0,92726.0,19320.0,0.0
2000,West Virginia,2.2,84.4,12.6,2.4,12.6,2000,62051.5,Millions of chained 2012 dollars,WV,2000,40353.0,1807021.0,22331.0,WV,WV,4015521.0,25.373,158257.0,5.8,0.0,0.0,8.0,11740.0,297614.0,1.127,264139.0,0.0,8120.0,1400.0,17379.0,17379.0,36.0,4338635.0,738131.0,0.0,5315.0,5315.0,279.0,0.0
2001,West Virginia,1.9,74.9,11.9,2.4,12.4,2001,62016.8,Millions of chained 2012 dollars,WV,2001,42783.8,1801481.0,23749.0,WV,WV,4085483.0,25.121,162631.0,5.8,0.0,0.0,10.0,9836.0,222402.0,1.159,191889.0,0.0,7111.0,1226.0,14725.0,14725.0,33.0,4329720.0,732417.0,0.0,4583.0,4583.0,263.0,0.0
2002,West Virginia,1.7,86.8,13.6,2.2,12.3,2002,62805.3,Millions of chained 2012 dollars,WV,2002,44239.1,1805414.0,24504.0,WV,WV,3805093.0,25.33,150222.0,5.8,0.0,0.0,10.0,10842.0,218554.0,1.149,190249.0,0.0,8445.0,1456.0,15137.0,15137.0,30.0,4047229.0,756961.0,0.0,3872.0,3872.0,292.0,92.0
2003,West Virginia,1.8,85.9,11.4,2.3,11.7,2003,62839.1,Millions of chained 2012 dollars,WV,2003,44869.8,1812295.0,24759.0,WV,WV,3524504.0,25.219,139755.0,5.8,0.0,0.0,12.0,13730.0,212496.0,1.1320000000000001,187723.0,0.0,8590.0,1481.0,19809.0,19809.0,27.0,3765398.0,713242.0,0.0,4035.0,4035.0,286.0,1719.0
2004,West Virginia,1.7,82.0,11.5,2.3,12.3,2004,63721.4,Millions of chained 2012 dollars,WV,2004,46477.0,1816438.0,25587.0,WV,WV,3724793.0,25.165,148017.0,5.8,0.0,0.0,12.0,13204.0,222720.0,1.129,197217.0,0.0,10063.0,1735.0,19228.0,19228.0,38.0,3976804.0,736387.0,0.0,4163.0,4163.0,197.0,1614.0
2005,West Virginia,1.8,85.1,10.5,2.1,12.5,2005,65548.9,Millions of chained 2012 dollars,WV,2005,48861.0,1820492.0,26839.0,WV,WV,3848482.0,25.046,153655.0,5.8,0.0,0.0,14.0,14474.0,250088.0,1.131,221108.0,0.0,9837.0,1696.0,28331.0,28331.0,38.0,4136737.0,737453.0,0.0,12069.0,12069.0,197.0,1539.0
2006,West Virginia,1.6,85.5,10.6,2.0,12.4,2006,66435.4,Millions of chained 2012 dollars,WV,2006,52193.7,1827912.0,28554.0,WV,WV,3802035.0,24.951999999999998,152374.0,5.8,0.0,0.0,15.0,15597.0,265874.0,1.179,225530.0,0.0,10011.0,1726.0,28268.0,28268.0,40.0,4106187.0,760598.0,0.0,10376.0,10376.0,517.0,1723.0
2007,West Virginia,1.6,86.8,11.8,1.9,12.3,2007,66522.1,Millions of chained 2012 dollars,WV,2007,54128.8,1834052.0,29513.0,WV,WV,3855269.0,25.112,153522.0,5.8,0.0,0.0,17.0,12398.0,262708.0,1.136,231184.0,0.0,11554.0,1992.0,26006.0,26006.0,43.0,4155536.0,789736.0,0.0,11358.0,11358.0,533.0,1656.0
2008,West Virginia,1.6,84.4,11.5,1.9,10.8,2008,67888.3,Millions of chained 2012 dollars,WV,2008,57523.7,1840310.0,31258.0,WV,WV,3870325.0,24.526,157805.0,5.8,0.0,0.0,23.0,12298.0,277186.0,1.1320000000000001,244880.0,0.0,12331.0,2126.0,29247.0,29247.0,46.0,4189090.0,776191.0,0.0,12494.0,12494.0,526.0,3862.0
2009,West Virginia,1.5,65.9,9.0,1.8,11.1,2009,67564.9,Millions of chained 2012 dollars,WV,2009,57948.9,1847775.0,31361.0,WV,WV,3379357.0,24.66,137038.0,5.8,0.0,0.0,27.0,16064.0,301044.0,1.138,264436.0,0.0,8706.0,1501.0,45048.0,45048.0,44.0,3734155.0,706183.0,0.0,21085.0,21085.0,581.0,7246.0
2010,West Virginia,1.6,74.3,11.2,1.9,11.4,2010,68443.6,Millions of chained 2012 dollars,WV,2010,59927.7,1854214.0,32320.0,WV,WV,3346117.0,24.73,135306.0,5.8,0.0,0.0,31.0,13340.0,301043.0,1.135,265174.0,0.0,10684.0,1842.0,45978.0,45978.0,46.0,3703823.0,751374.0,0.0,22805.0,22805.0,594.0,9163.0
2011,West Virginia,1.6,72.0,11.4,1.7,11.0,2011,69658.0,Millions of chained 2012 dollars,WV,2011,63349.2,1856074.0,34131.0,WV,WV,3321102.0,24.64,134785.0,5.8,0.0,0.0,30.0,14118.0,442561.0,1.123,394125.0,0.0,12447.0,2146.0,47220.0,47220.0,57.0,3823330.0,738120.0,0.0,22047.0,22047.0,254.0,10712.0
2012,West Virginia,1.5,66.9,10.7,1.5,11.4,2012,69399.0,Millions of chained 2012 dollars,WV,2012,65206.2,1856764.0,35118.0,WV,WV,3059090.0,25.397,120449.0,5.8,0.0,0.0,32.0,13622.0,602587.0,1.1159999999999999,539861.0,0.0,14923.0,2573.0,44878.0,44878.0,76.0,3721479.0,730669.0,0.0,18684.0,18684.0,227.0,12238.0
2013,West Virginia,1.6,68.7,11.0,1.9,11.1,2013,70158.7,Millions of chained 2012 dollars,WV,2013,64785.0,1853873.0,34946.0,WV,WV,2874653.0,25.467,112876.0,5.8,0.0,0.0,32.0,16590.0,832674.0,1.122,741853.0,0.0,41986.0,7239.0,53863.0,53863.0,83.0,3803176.0,751405.0,0.0,23765.0,23765.0,164.0,13229.0
2014,West Virginia,1.6,73.4,11.9,1.9,11.1,2014,69874.1,Millions of chained 2012 dollars,WV,2014,66863.5,1849467.0,36153.0,WV,WV,2858022.0,25.475,112187.0,5.8,0.0,0.0,32.0,11811.0,1246092.0,1.168,1067114.0,0.0,59914.0,10330.0,50019.0,50019.0,85.0,4214048.0,781214.0,0.0,24144.0,24144.0,144.0,13803.0
2015,West Virginia,1.7,66.0,11.2,1.8,11.4,2015,69761.1,Millions of chained 2012 dollars,WV,2015,67997.3,1841996.0,36915.0,WV,WV,2447181.0,25.589000000000002,95633.0,5.7170000000000005,0.0,0.0,32.0,12907.0,1562536.0,1.188,1315248.0,0.0,66157.0,11572.0,37953.0,37953.0,93.0,4113828.0,768621.0,0.0,11941.0,11941.0,155.0,12825.0
2016,West Virginia,1.7,68.8,10.2,1.6,12.2,2016,68901.2,Millions of chained 2012 dollars,WV,2016,67617.9,1830929.0,36931.0,WV,WV,2041073.0,25.57,79823.0,5.722,0.0,0.0,32.0,15124.0,1667404.0,1.204,1384458.0,0.0,43693.0,7636.0,39714.0,39714.0,104.0,3791884.0,762028.0,0.0,11142.0,11142.0,90.0,13222.0
2000,Wisconsin,5.6,44.3,18.0,10.2,29.6,2000,233084.8,Millions of chained 2012 dollars,WI,2000,159326.0,5373999.0,29648.0,WI,WI,0.0,0.0,0.0,0.0,575.0,95.0,129.0,20255.0,0.0,0.0,0.0,120059.0,0.0,0.0,113325.0,112750.0,196.0,233384.0,1872841.0,0.0,87107.0,87107.0,5035.0,28.0
2001,Wisconsin,5.4,44.0,17.0,9.8,29.5,2001,236113.0,Millions of chained 2012 dollars,WI,2001,167133.3,5406835.0,30911.0,WI,WI,0.0,0.0,0.0,0.0,574.0,95.0,143.0,21247.0,0.0,0.0,0.0,120168.0,0.0,0.0,121849.0,121275.0,184.0,242017.0,1849653.0,0.0,93769.0,93769.0,5184.0,747.0
2002,Wisconsin,5.8,43.6,17.2,10.5,29.6,2002,240995.6,Millions of chained 2012 dollars,WI,2002,171578.1,5445162.0,31510.0,WI,WI,0.0,0.0,0.0,0.0,2989.0,496.0,156.0,25585.0,0.0,0.0,0.0,129991.0,0.0,0.0,101548.0,98559.0,175.0,231538.0,1890779.0,0.0,65890.0,65890.0,6283.0,470.0
2003,Wisconsin,6.1,43.5,15.3,10.6,29.2,2003,247867.0,Millions of chained 2012 dollars,WI,2003,176274.5,5479203.0,32172.0,WI,WI,0.0,0.0,0.0,0.0,10963.0,1832.0,203.0,18663.0,0.0,0.0,0.0,127310.0,0.0,0.0,115460.0,104497.0,168.0,242769.0,1864997.0,0.0,76145.0,76145.0,8329.0,988.0
2004,Wisconsin,5.7,44.7,16.2,10.2,30.5,2004,256002.6,Millions of chained 2012 dollars,WI,2004,184282.8,5514026.0,33421.0,WI,WI,0.0,0.0,0.0,0.0,15136.0,2545.0,220.0,19838.0,0.0,0.0,0.0,123966.0,0.0,0.0,108745.0,93609.0,153.0,232712.0,1889502.0,0.0,64964.0,64964.0,7396.0,1037.0
2005,Wisconsin,6.2,48.7,15.7,9.9,30.0,2005,262160.8,Millions of chained 2012 dollars,WI,2005,190975.8,5546166.0,34434.0,WI,WI,0.0,0.0,0.0,0.0,24175.0,4090.0,252.0,17400.0,0.0,0.0,0.0,103535.0,0.0,0.0,144880.0,120705.0,142.0,248416.0,1971998.0,0.0,94509.0,94509.0,7476.0,925.0
2006,Wisconsin,5.3,43.1,14.9,8.9,30.5,2006,266471.3,Millions of chained 2012 dollars,WI,2006,202649.3,5577655.0,36332.0,WI,WI,0.0,0.0,0.0,0.0,29429.0,5009.0,292.0,16650.0,0.0,0.0,0.0,127657.0,0.0,0.0,144626.0,115196.0,150.0,272282.0,1876662.0,0.0,87065.0,87065.0,10034.0,1006.0
2007,Wisconsin,5.5,43.8,15.0,9.4,30.6,2007,267936.1,Millions of chained 2012 dollars,WI,2007,211964.9,5610775.0,37778.0,WI,WI,0.0,0.0,0.0,0.0,39471.0,6759.0,354.0,14985.0,0.0,0.0,0.0,135416.0,0.0,0.0,148505.0,109035.0,174.0,283922.0,1901625.0,0.0,81793.0,81793.0,10649.0,1080.0
2008,Wisconsin,6.5,44.4,14.3,10.1,29.5,2008,264632.1,Millions of chained 2012 dollars,WI,2008,219492.8,5640996.0,38910.0,WI,WI,0.0,0.0,0.0,0.0,61820.0,10652.0,421.0,15925.0,0.0,0.0,0.0,127039.0,0.0,0.0,176510.0,114690.0,227.0,303549.0,1894497.0,0.0,82754.0,82754.0,10561.0,4800.0
2009,Wisconsin,5.8,39.5,12.5,9.3,28.8,2009,257142.6,Millions of chained 2012 dollars,WI,2009,215830.8,5669264.0,38070.0,WI,WI,0.0,0.0,0.0,0.0,63493.0,11000.0,525.0,13605.0,0.0,0.0,0.0,132653.0,0.0,0.0,170788.0,107294.0,260.0,303441.0,1763916.0,0.0,71379.0,71379.0,11257.0,10267.0
2010,Wisconsin,5.2,42.6,12.6,8.6,29.3,2010,264841.1,Millions of chained 2012 dollars,WI,2010,221909.7,5690479.0,38997.0,WI,WI,0.0,0.0,0.0,0.0,71616.0,12435.0,592.0,20603.0,0.0,0.0,0.0,138812.0,0.0,0.0,207825.0,136209.0,294.0,346637.0,1808493.0,0.0,92658.0,92658.0,11443.0,10619.0
2011,Wisconsin,5.5,41.8,13.0,8.9,28.3,2011,270372.5,Millions of chained 2012 dollars,WI,2011,234910.0,5704755.0,41178.0,WI,WI,0.0,0.0,0.0,0.0,70496.0,12278.0,574.0,20859.0,0.0,0.0,0.0,120962.0,0.0,0.0,205632.0,135135.0,334.0,326593.0,1792944.0,0.0,92319.0,92319.0,9509.0,11540.0
2012,Wisconsin,4.7,37.0,12.6,7.6,28.2,2012,274343.9,Millions of chained 2012 dollars,WI,2012,246150.8,5719855.0,43034.0,WI,WI,0.0,0.0,0.0,0.0,66785.0,11672.0,615.0,14562.0,0.0,0.0,0.0,149845.0,0.0,0.0,195099.0,128314.0,421.0,344945.0,1733140.0,0.0,89155.0,89155.0,8739.0,14822.0
2013,Wisconsin,6.0,43.3,13.8,9.7,28.0,2013,276189.5,Millions of chained 2012 dollars,WI,2013,247744.9,5736952.0,43184.0,WI,WI,0.0,0.0,0.0,0.0,65596.0,11501.0,615.0,18880.0,0.0,0.0,0.0,121994.0,0.0,0.0,203268.0,137671.0,423.0,325262.0,1828843.0,0.0,94135.0,94135.0,8754.0,14864.0
2014,Wisconsin,6.5,39.7,14.3,10.4,30.2,2014,282078.9,Millions of chained 2012 dollars,WI,2014,258489.4,5751974.0,44939.0,WI,WI,0.0,0.0,0.0,0.0,72810.0,12803.0,615.0,23507.0,0.0,0.0,0.0,98807.0,0.0,0.0,213404.0,140593.0,468.0,312211.0,1887187.0,0.0,91340.0,91340.0,9277.0,15387.0
2015,Wisconsin,6.0,41.5,13.7,8.9,29.8,2015,287164.3,Millions of chained 2012 dollars,WI,2015,268947.7,5761406.0,46681.0,WI,WI,0.0,0.0,0.0,0.0,71279.0,12577.0,615.0,21813.0,0.0,0.0,0.0,104666.0,0.0,0.0,215710.0,144431.0,504.0,320375.0,1809982.0,0.0,97353.0,97353.0,9334.0,14811.0
2016,Wisconsin,5.9,38.5,13.0,8.7,29.5,2016,290750.2,Millions of chained 2012 dollars,WI,2016,274504.7,5772958.0,47550.0,WI,WI,0.0,0.0,0.0,0.0,73747.0,13061.0,615.0,25806.0,0.0,0.0,0.0,106173.0,0.0,0.0,216096.0,142349.0,582.0,322270.0,1793907.0,0.0,91927.0,91927.0,9430.0,13989.0
2000,Wyoming,1.0,44.0,9.5,0.8,7.5,2000,27708.2,Millions of chained 2012 dollars,WY,2000,14591.3,494300.0,29519.0,WY,WY,5892281.0,17.386,338900.0,5.8,391.0,65.0,671.0,10314.0,1231610.0,1.1320000000000001,1088328.0,0.0,352211.0,60726.0,15236.0,14845.0,2.0,7491338.0,427937.0,0.0,1350.0,1350.0,0.0,2509.0
